Name of MALDI Data,X,Y,Z,Radii
0_R11X203Y229,-19.5963,35.5688,40.7049,1
0_R11X203Y230,-19.6412,35.5762,40.7533,1
0_R11X203Y231,-19.6765,35.5805,40.8077,1
0_R11X204Y176,-19.1869,35.4286,40.8206,1
0_R11X204Y177,-19.0714,35.4344,40.6282,1
0_R11X204Y178,-18.9745,35.4306,40.3979,1
0_R11X204Y179,-18.9227,35.419,40.2433,1
0_R11X204Y180,-18.8733,35.406,40.0965,1
0_R11X204Y181,-18.8151,35.4244,39.9494,1
0_R11X204Y182,-18.7406,35.4796,39.935,1
0_R11X204Y183,-18.6321,35.5687,39.9365,1
0_R11X204Y184,-18.5523,35.6481,39.9542,1
0_R11X204Y185,-18.4635,35.7872,40.0066,1
0_R11X204Y186,-18.352,35.8815,40.0538,1
0_R11X204Y187,-18.2433,36.0056,40.1288,1
0_R11X204Y188,-18.1408,36.1235,40.2159,1
0_R11X204Y189,-18.0278,36.2628,40.3407,1
0_R11X204Y190,-17.9055,36.423,40.5076,1
0_R11X204Y191,-17.7892,36.5841,40.6599,1
0_R11X204Y192,-17.7054,36.7089,40.7496,1
0_R11X204Y193,-17.6178,36.8422,40.8149,1
0_R11X204Y194,-17.512,36.9431,40.8618,1
0_R11X204Y195,-17.4315,37.0198,40.8915,1
0_R11X204Y196,-17.365,37.1173,40.9203,1
0_R11X204Y197,-17.3286,37.1826,40.9382,1
0_R11X204Y198,-17.2365,37.2788,40.9717,1
0_R11X204Y199,-17.1799,37.3634,40.9999,1
0_R11X204Y200,-17.0746,37.5266,41.0666,1
0_R11X204Y201,-16.984,37.6765,41.1528,1
0_R11X204Y202,-16.9476,37.7862,41.1705,1
0_R11X204Y203,-16.9093,37.8991,41.1522,1
0_R11X204Y204,-16.8973,37.9117,41.0773,1
0_R11X204Y205,-16.9287,37.9249,40.9479,1
0_R11X204Y206,-16.9504,37.9173,40.802,1
0_R11X204Y207,-17.0066,37.8845,40.5954,1
0_R11X204Y208,-17.1301,37.7555,40.2121,1
0_R11X204Y209,-17.1791,37.7016,39.9504,1
0_R11X204Y210,-17.1967,37.7156,39.7667,1
0_R11X204Y211,-17.2307,37.7623,39.6923,1
0_R11X204Y212,-17.2544,37.8034,39.6426,1
0_R11X204Y213,-17.2802,37.8671,39.5779,1
0_R11X204Y214,-17.29,37.976,39.489,1
0_R11X204Y215,-17.2726,38.1036,39.4095,1
0_R11X204Y216,-17.2614,38.2087,39.3665,1
0_R11X204Y217,-17.2768,38.3367,39.3371,1
0_R11X204Y218,-17.2802,38.4717,39.3099,1
0_R11X204Y219,-17.2744,38.5856,39.291,1
0_R11X204Y220,-17.2952,38.7319,39.2731,1
0_R11X204Y221,-17.2895,38.8641,39.2533,1
0_R11X204Y222,-17.3171,38.9399,39.2429,1
0_R11X204Y223,-17.3303,39.0685,39.2209,1
0_R11X204Y224,-17.3464,39.1967,39.2091,1
0_R11X204Y225,-17.366,39.2973,39.2025,1
0_R11X204Y226,-17.3465,39.4371,39.1973,1
0_R11X204Y227,-17.3378,39.5298,39.1934,1
0_R11X204Y228,-17.3295,39.6039,39.1919,1
0_R11X204Y229,-17.3246,39.6806,39.1943,1
0_R11X204Y230,-17.2828,39.7965,39.2249,1
0_R11X204Y231,-17.2022,39.9497,39.3044,1
0_R11X205Y176,-17.0246,39.8779,39.4339,1
0_R11X205Y177,-17.061,39.7427,39.3758,1
0_R11X205Y178,-17.0968,39.6203,39.3256,1
0_R11X205Y179,-17.1133,39.4971,39.2976,1
0_R11X205Y180,-17.1458,39.3954,39.2698,1
0_R11X205Y181,-17.1612,39.2841,39.2553,1
0_R11X205Y182,-17.1757,39.1627,39.2422,1
0_R11X205Y183,-17.1506,39.0749,39.244,1
0_R11X205Y184,-17.1577,38.9845,39.2388,1
0_R11X205Y185,-17.1398,38.8296,39.2531,1
0_R11X205Y186,-17.1212,38.6843,39.2661,1
0_R11X205Y187,-17.0893,38.5022,39.2749,1
0_R11X205Y188,-17.0631,38.3377,39.2856,1
0_R11X205Y189,-17.0374,38.1406,39.3121,1
0_R11X205Y190,-17.0278,37.9936,39.3498,1
0_R11X205Y191,-17.0353,37.8452,39.4234,1
0_R11X205Y192,-17.0069,37.7121,39.5075,1
0_R11X205Y193,-16.9758,37.5989,39.6344,1
0_R11X205Y194,-16.9684,37.5546,39.805,1
0_R11X205Y195,-16.9149,37.5507,40.0254,1
0_R11X205Y196,-16.791,37.6849,40.446,1
0_R11X205Y197,-16.7206,37.7414,40.6756,1
0_R11X205Y198,-16.6745,37.7337,40.851,1
0_R11X205Y199,-16.6652,37.7156,40.979,1
0_R11X205Y200,-16.649,37.6365,41.0604,1
0_R11X205Y201,-16.6864,37.5651,41.0944,1
0_R11X205Y202,-16.7404,37.4465,41.0686,1
0_R11X205Y203,-16.8144,37.3168,41.025,1
0_R11X205Y204,-16.8956,37.2159,40.9928,1
0_R11X205Y205,-16.9874,37.0697,40.9515,1
0_R11X205Y206,-17.0597,36.9792,40.9273,1
0_R11X205Y207,-17.1398,36.9016,40.9047,1
0_R11X205Y208,-17.2052,36.8311,40.883,1
0_R11X205Y209,-17.2602,36.78,40.864,1
0_R11X205Y210,-17.322,36.7222,40.8386,1
0_R11X205Y211,-17.3785,36.67,40.8121,1
0_R11X205Y212,-17.4528,36.5878,40.7633,1
0_R11X205Y213,-17.5254,36.5216,40.7055,1
0_R11X205Y214,-17.6086,36.4274,40.6084,1
0_R11X205Y215,-17.7245,36.2826,40.4292,1
0_R11X205Y216,-17.8281,36.1402,40.2628,1
0_R11X205Y217,-17.9188,36.0527,40.1795,1
0_R11X205Y218,-18.0259,35.9536,40.1015,1
0_R11X205Y219,-18.1526,35.8156,40.0167,1
0_R11X205Y220,-18.2313,35.7551,39.9868,1
0_R11X205Y221,-18.3031,35.6789,39.9536,1
0_R11X205Y222,-18.3565,35.6268,39.9354,1
0_R11X205Y223,-18.4303,35.5591,39.9163,1
0_R11X205Y224,-18.4895,35.5165,39.9078,1
0_R11X205Y225,-18.5598,35.4469,39.8943,1
0_R11X205Y226,-18.613,35.4105,39.9154,1
0_R11X205Y227,-18.673,35.3496,40.025,1
0_R11X205Y228,-18.7358,35.349,40.1991,1
0_R11X205Y229,-18.8092,35.3604,40.3993,1
0_R11X205Y230,-18.8516,35.3545,40.5989,1
0_R11X205Y231,-18.9135,35.3506,40.795,1
0_R11X206Y167,-18.6635,35.2058,40.9632,1
0_R11X206Y168,-18.589,35.2035,40.7642,1
0_R11X206Y169,-18.5391,35.2171,40.5575,1
0_R11X206Y176,-18.4912,35.225,40.4188,1
0_R11X206Y177,-18.4349,35.2424,40.2186,1
0_R11X206Y178,-18.431,35.2701,40.047,1
0_R11X206Y179,-18.3927,35.2795,39.9425,1
0_R11X206Y180,-18.3544,35.3091,39.8928,1
0_R11X206Y181,-18.281,35.3457,39.864,1
0_R11X206Y182,-18.2194,35.3775,39.845,1
0_R11X206Y183,-18.1501,35.4298,39.8433,1
0_R11X206Y184,-18.0702,35.4851,39.8514,1
0_R11X206Y185,-17.9536,35.595,39.8885,1
0_R11X206Y186,-17.8294,35.6833,39.9272,1
0_R11X206Y187,-17.7502,35.7258,39.9492,1
0_R11X206Y188,-17.634,35.8219,40.0119,1
0_R11X206Y189,-17.5389,35.8885,40.0643,1
0_R11X206Y190,-17.4489,35.9373,40.1118,1
0_R11X206Y191,-17.1709,36.3162,40.7034,1
0_R11X206Y192,-17.0692,36.4297,40.7931,1
0_R11X206Y193,-16.9873,36.5012,40.833,1
0_R11X206Y194,-16.8835,36.5793,40.8648,1
0_R11X206Y195,-16.8066,36.6241,40.8796,1
0_R11X206Y196,-16.7412,36.6834,40.8937,1
0_R11X206Y197,-16.6726,36.7623,40.9094,1
0_R11X206Y198,-16.6116,36.8624,40.9281,1
0_R11X206Y199,-16.5793,36.9747,40.9488,1
0_R11X206Y200,-16.5267,37.0942,40.9724,1
0_R11X206Y201,-16.4948,37.2326,40.999,1
0_R11X206Y202,-16.4685,37.3356,41.0139,1
0_R11X206Y203,-16.4538,37.4437,41.0067,1
0_R11X206Y204,-16.4486,37.5089,40.9717,1
0_R11X206Y205,-16.4608,37.582,40.8453,1
0_R11X206Y206,-16.5086,37.5857,40.6039,1
0_R11X206Y207,-16.6685,37.4316,40.1095,1
0_R11X206Y208,-16.7376,37.3989,39.8829,1
0_R11X206Y209,-16.7756,37.4224,39.7595,1
0_R11X206Y210,-16.7832,37.4755,39.5974,1
0_R11X206Y211,-16.7955,37.5546,39.494,1
0_R11X206Y212,-16.8115,37.6166,39.4452,1
0_R11X206Y213,-16.8005,37.7128,39.3726,1
0_R11X206Y214,-16.8148,37.8103,39.3342,1
0_R11X206Y215,-16.8112,37.9465,39.2901,1
0_R11X206Y216,-16.8319,38.0703,39.2724,1
0_R11X206Y217,-16.8341,38.2162,39.2558,1
0_R11X206Y218,-16.8586,38.3246,39.2529,1
0_R11X206Y219,-16.8776,38.4331,39.2544,1
0_R11X206Y220,-16.8416,38.5802,39.2613,1
0_R11X206Y221,-16.8411,38.7354,39.2807,1
0_R11X206Y222,-16.7982,38.8626,39.322,1
0_R11X206Y223,-16.7779,38.9787,39.3647,1
0_R11X206Y224,-16.8112,39.0906,39.385,1
0_R11X206Y225,-16.8694,39.222,39.3923,1
0_R11X206Y226,-16.9074,39.4074,39.4164,1
0_R11X206Y227,-16.9018,39.4626,39.4346,1
0_R11X206Y228,-16.8948,39.5352,39.46,1
0_R11X206Y229,-16.8432,39.632,39.5322,1
0_R11X206Y230,-16.7597,39.6549,39.6131,1
0_R11X206Y231,-16.7209,39.5949,39.6194,1
0_R11X207Y164,-16.3418,39.0984,39.6138,1
0_R11X207Y165,-16.3902,38.9217,39.4805,1
0_R11X207Y166,-16.4591,38.7042,39.3194,1
0_R11X207Y167,-16.4817,38.5257,39.2297,1
0_R11X207Y168,-16.4906,38.3799,39.2057,1
0_R11X207Y169,-16.5003,38.2873,39.2033,1
0_R11X207Y170,-16.5122,38.106,39.2069,1
0_R11X207Y171,-16.5104,37.957,39.2156,1
0_R11X207Y172,-16.5164,37.8011,39.2406,1
0_R11X207Y176,-16.5513,37.6632,39.2922,1
0_R11X207Y177,-16.5435,37.5702,39.329,1
0_R11X207Y178,-16.5278,37.4113,39.4254,1
0_R11X207Y179,-16.4715,37.2301,39.6456,1
0_R11X207Y180,-16.3682,37.2496,40.0951,1
0_R11X207Y181,-16.1903,37.4118,40.7646,1
0_R11X207Y182,-16.1767,37.3171,40.9132,1
0_R11X207Y183,-16.197,37.1793,40.9525,1
0_R11X207Y184,-16.1687,37.0864,40.9469,1
0_R11X207Y185,-16.1807,36.9517,40.9361,1
0_R11X207Y186,-16.253,36.722,40.9132,1
0_R11X207Y187,-16.3757,36.5939,40.8972,1
0_R11X207Y188,-16.4998,36.5192,40.8814,1
0_R11X207Y189,-16.5858,36.4435,40.8636,1
0_R11X207Y190,-16.6818,36.356,40.8325,1
0_R11X207Y191,-16.9777,35.9126,40.1396,1
0_R11X207Y192,-17.0811,35.8146,40.021,1
0_R11X207Y193,-17.1789,35.7134,39.9323,1
0_R11X207Y194,-17.2476,35.6024,39.8549,1
0_R11X207Y195,-17.3351,35.4867,39.7837,1
0_R11X207Y196,-17.4074,35.4093,39.7405,1
0_R11X207Y197,-17.4695,35.3615,39.719,1
0_R11X207Y198,-17.5444,35.3247,39.7089,1
0_R11X207Y199,-17.6246,35.3061,39.7102,1
0_R11X207Y200,-17.6745,35.287,39.7098,1
0_R11X207Y201,-17.7327,35.242,39.7041,1
0_R11X207Y202,-17.7785,35.2115,39.7073,1
0_R11X207Y203,-17.8114,35.1844,39.7157,1
0_R11X207Y204,-17.8353,35.1291,39.7502,1
0_R11X207Y205,-17.8175,35.0977,39.7915,1
0_R11X207Y206,-17.8332,35.0864,39.8549,1
0_R11X207Y207,-17.9072,35.0933,39.9471,1
0_R11X207Y208,-17.9625,35.1021,40.009,1
0_R11X207Y209,-18.0138,35.1076,40.0695,1
0_R11X207Y210,-18.0582,35.1105,40.1704,1
0_R11X207Y211,-18.098,35.1129,40.2378,1
0_R11X207Y212,-18.1303,35.1157,40.2772,1
0_R11X207Y213,-18.1646,35.1131,40.3404,1
0_R11X207Y214,-18.1869,35.1043,40.4088,1
0_R11X207Y215,-18.2175,35.0959,40.4902,1
0_R11X207Y216,-18.2527,35.0939,40.5573,1
0_R11X207Y217,-18.2957,35.0966,40.6234,1
0_R11X207Y218,-18.3302,35.0975,40.691,1
0_R11X207Y219,-18.3517,35.0955,40.747,1
0_R11X207Y220,-18.3722,35.0941,40.7995,1
0_R11X207Y221,-18.3941,35.0907,40.8669,1
0_R11X207Y222,-18.4115,35.0871,40.9285,1
0_R11X207Y223,-18.44,35.0892,40.9893,1
0_R11X207Y224,-18.4614,35.0933,41.0249,1
0_R11X207Y225,-18.4845,35.0962,41.0732,1
0_R11X207Y226,-18.5103,35.0981,41.1322,1
0_R11X207Y227,-18.4896,35.083,41.1551,1
0_R11X207Y228,-18.4581,35.0661,41.1606,1
0_R11X207Y229,-18.431,35.0519,41.1632,1
0_R11X207Y230,-18.4114,35.0432,41.1576,1
0_R11X207Y231,-18.3843,35.0288,41.16,1
0_R11X208Y161,-18.3465,34.9979,41.2089,1
0_R11X208Y162,-18.3262,34.9954,41.1739,1
0_R11X208Y163,-18.3114,34.9938,41.1489,1
0_R11X208Y164,-18.2829,34.9886,41.1014,1
0_R11X208Y165,-18.2592,34.9836,41.0618,1
0_R11X208Y166,-18.2316,34.9771,41.0232,1
0_R11X208Y167,-18.2109,34.977,40.9705,1
0_R11X208Y168,-18.186,34.9754,40.9214,1
0_R11X208Y169,-18.1631,34.9757,40.8688,1
0_R11X208Y170,-18.1366,34.9753,40.8106,1
0_R11X208Y171,-18.113,34.9741,40.7569,1
0_R11X208Y172,-18.0867,34.9714,40.7013,1
0_R11X208Y173,-18.0618,34.9744,40.6465,1
0_R11X208Y174,-18.0301,34.9767,40.5885,1
0_R11X208Y175,-18.016,34.98,40.5562,1
0_R11X208Y176,-17.9812,34.9773,40.5073,1
0_R11X208Y177,-17.9536,34.9788,40.4583,1
0_R11X208Y178,-17.9171,34.9791,40.4072,1
0_R11X208Y179,-17.8828,34.9879,40.3542,1
0_R11X208Y180,-17.865,35.0032,40.2948,1
0_R11X208Y181,-17.7986,35.0017,40.2193,1
0_R11X208Y182,-17.7577,35.0037,40.1706,1
0_R11X208Y183,-17.71,35.0096,40.0905,1
0_R11X208Y184,-17.66,35.0118,40.0144,1
0_R11X208Y185,-17.6241,35.0262,39.8845,1
0_R11X208Y186,-17.5423,35.0242,39.7889,1
0_R11X208Y187,-17.4808,35.0193,39.6882,1
0_R11X208Y188,-17.4334,35.021,39.6162,1
0_R11X208Y189,-17.349,35.0964,39.5706,1
0_R11X208Y190,-17.2471,35.1626,39.5943,1
0_R11X208Y191,-17.1532,35.2492,39.6496,1
0_R11X208Y192,-17.0352,35.3633,39.7062,1
0_R11X208Y193,-16.8732,35.5593,39.8161,1
0_R11X208Y194,-16.697,35.7088,39.9311,1
0_R11X208Y195,-16.3052,36.375,40.8796,1
0_R11X208Y196,-16.2443,36.4741,40.8922,1
0_R11X208Y197,-16.166,36.5582,40.902,1
0_R11X208Y198,-16.0997,36.6778,40.9109,1
0_R11X208Y199,-16.0284,36.8389,40.9203,1
0_R11X208Y200,-15.9948,36.944,40.9193,1
0_R11X208Y201,-15.9782,37.0241,40.9134,1
0_R11X208Y202,-15.9612,37.0983,40.8989,1
0_R11X208Y203,-15.9497,37.2047,40.8437,1
0_R11X208Y204,-15.9631,37.2515,40.7926,1
0_R11X208Y205,-15.9798,37.2852,40.7212,1
0_R11X208Y206,-16.015,37.3053,40.6059,1
0_R11X208Y207,-16.0836,37.2327,40.3541,1
0_R11X208Y208,-16.2107,37.0686,39.9077,1
0_R11X208Y209,-16.2475,37.0602,39.7823,1
0_R11X208Y210,-16.2822,37.0784,39.6668,1
0_R11X208Y211,-16.301,37.1059,39.5856,1
0_R11X208Y212,-16.3118,37.1545,39.4921,1
0_R11X208Y213,-16.3108,37.2361,39.3984,1
0_R11X208Y214,-16.307,37.2964,39.3502,1
0_R11X208Y215,-16.305,37.3718,39.3049,1
0_R11X208Y216,-16.2974,37.4467,39.2679,1
0_R11X208Y217,-16.3012,37.5149,39.2457,1
0_R11X208Y218,-16.3039,37.5874,39.2255,1
0_R11X208Y219,-16.3132,37.6638,39.2122,1
0_R11X208Y220,-16.3178,37.7407,39.201,1
0_R11X208Y221,-16.3096,37.8393,39.189,1
0_R11X208Y222,-16.3125,37.9313,39.1829,1
0_R11X208Y223,-16.3098,38.0406,39.1784,1
0_R11X208Y224,-16.2988,38.1288,39.1759,1
0_R11X208Y225,-16.2889,38.2277,39.1749,1
0_R11X208Y226,-16.294,38.2889,39.1753,1
0_R11X208Y227,-16.283,38.3821,39.1769,1
0_R11X208Y228,-16.259,38.4651,39.1847,1
0_R11X208Y229,-16.1933,38.6038,39.2763,1
0_R11X208Y230,-16.0854,38.7944,39.4561,1
0_R11X208Y231,-16.0032,38.9288,39.5878,1
0_R11X209Y158,-15.6187,38.7663,39.6368,1
0_R11X209Y159,-15.7629,38.4966,39.3056,1
0_R11X209Y160,-15.804,38.3635,39.2012,1
0_R11X209Y161,-15.8335,38.2688,39.1783,1
0_R11X209Y162,-15.8476,38.1817,39.1738,1
0_R11X209Y163,-15.8579,38.1031,39.1663,1
0_R11X209Y164,-15.8725,38.0091,39.1579,1
0_R11X209Y165,-15.8849,37.9413,39.1536,1
0_R11X209Y166,-15.9121,37.8647,39.149,1
0_R11X209Y167,-15.9267,37.7973,39.1473,1
0_R11X209Y168,-15.9706,37.6945,39.1501,1
0_R11X209Y169,-15.9983,37.6131,39.1557,1
0_R11X209Y170,-16.0429,37.5583,39.1681,1
0_R11X209Y171,-16.0736,37.5004,39.1817,1
0_R11X209Y172,-16.0998,37.4081,39.2078,1
0_R11X209Y173,-16.1362,37.3146,39.2533,1
0_R11X209Y174,-16.1595,37.243,39.2986,1
0_R11X209Y175,-16.1872,37.1667,39.367,1
0_R11X209Y176,-16.1853,37.1055,39.425,1
0_R11X209Y177,-16.1801,37.0597,39.485,1
0_R11X209Y178,-16.1619,37.0039,39.6217,1
0_R11X209Y179,-16.1064,36.984,39.8425,1
0_R11X209Y180,-16.0085,37.0538,40.1414,1
0_R11X209Y181,-15.8846,37.1992,40.5667,1
0_R11X209Y182,-15.8676,37.2048,40.669,1
0_R11X209Y183,-15.8612,37.1783,40.7462,1
0_R11X209Y184,-15.8603,37.1527,40.783,1
0_R11X209Y185,-15.8624,37.0995,40.8322,1
0_R11X209Y186,-15.8745,37.0617,40.8612,1
0_R11X209Y187,-15.8952,37.012,40.8863,1
0_R11X209Y188,-15.9233,36.9448,40.9058,1
0_R11X209Y189,-15.9236,36.8646,40.9133,1
0_R11X209Y190,-15.9541,36.7708,40.9163,1
0_R11X209Y191,-15.9705,36.7008,40.9131,1
0_R11X209Y192,-15.9981,36.6093,40.9098,1
0_R11X209Y193,-16.0562,36.5185,40.9044,1
0_R11X209Y194,-16.112,36.4467,40.898,1
0_R11X209Y195,-16.2044,36.3404,40.8846,1
0_R11X209Y196,-16.5971,35.7027,39.9249,1
0_R11X209Y197,-16.764,35.4672,39.7456,1
0_R11X209Y198,-16.914,35.2582,39.6506,1
0_R11X209Y199,-17.0261,35.1435,39.6199,1
0_R11X209Y200,-17.1393,35.037,39.5968,1
0_R11X209Y201,-17.2037,34.9956,39.6427,1
0_R11X209Y202,-17.2803,34.9807,39.7005,1
0_R11X209Y203,-17.3469,34.978,39.7699,1
0_R11X209Y204,-17.3926,34.9742,39.8544,1
0_R11X209Y205,-17.4354,34.9573,39.9722,1
0_R11X209Y206,-17.4977,34.9258,40.121,1
0_R11X209Y207,-17.5228,34.902,40.2065,1
0_R11X209Y208,-17.557,34.8842,40.2786,1
0_R11X209Y209,-17.6005,34.8629,40.353,1
0_R11X209Y210,-17.6411,34.8371,40.4179,1
0_R11X209Y211,-17.6932,34.8315,40.4692,1
0_R11X209Y212,-17.7435,34.8453,40.5067,1
0_R11X209Y213,-17.7829,34.8422,40.5652,1
0_R11X209Y214,-17.8002,34.8316,40.6083,1
0_R11X209Y215,-17.8275,34.8264,40.6584,1
0_R11X209Y216,-17.8508,34.8201,40.7177,1
0_R11X209Y217,-17.8802,34.8177,40.8023,1
0_R11X209Y218,-17.904,34.8165,40.8509,1
0_R11X209Y219,-17.9372,34.8259,40.8907,1
0_R11X209Y220,-17.9614,34.8308,40.9267,1
0_R11X209Y221,-17.9794,34.8312,40.9567,1
0_R11X209Y222,-18.0063,34.8362,40.9906,1
0_R11X209Y223,-18.0305,34.8378,41.0313,1
0_R11X209Y224,-18.0469,34.8368,41.0616,1
0_R11X209Y225,-18.0679,34.8345,41.1022,1
0_R11X209Y226,-18.0811,34.8344,41.1313,1
0_R11X209Y227,-18.0965,34.8369,41.1688,1
0_R11X209Y228,-18.1087,34.8367,41.2156,1
0_R11X209Y229,-18.1201,34.8377,41.2511,1
0_R11X209Y230,-18.1276,34.8352,41.284,1
0_R11X209Y231,-18.139,34.8309,41.3329,1
0_R11X210Y156,-17.9582,34.6223,41.4529,1
0_R11X210Y157,-17.9355,34.6113,41.3815,1
0_R11X210Y158,-17.9163,34.6002,41.3396,1
0_R11X210Y159,-17.8992,34.5921,41.3,1
0_R11X210Y160,-17.8781,34.5808,41.2468,1
0_R11X210Y161,-17.8605,34.5702,41.2028,1
0_R11X210Y162,-17.8413,34.5624,41.1543,1
0_R11X210Y163,-17.8228,34.5567,41.1111,1
0_R11X210Y164,-17.8062,34.5544,41.0726,1
0_R11X210Y165,-17.7859,34.55,41.028,1
0_R11X210Y166,-17.7492,34.5516,40.951,1
0_R11X210Y167,-17.7106,34.5446,40.8906,1
0_R11X210Y168,-17.6892,34.5423,40.8575,1
0_R11X210Y169,-17.6621,34.5478,40.8095,1
0_R11X210Y170,-17.637,34.5715,40.751,1
0_R11X210Y171,-17.6107,34.5906,40.6955,1
0_R11X210Y172,-17.5897,34.6074,40.6482,1
0_R11X210Y173,-17.5695,34.628,40.6007,1
0_R11X210Y174,-17.5339,34.6412,40.5444,1
0_R11X210Y175,-17.5089,34.6597,40.5025,1
0_R11X210Y176,-17.4912,34.6761,40.471,1
0_R11X210Y177,-17.4425,34.6997,40.4095,1
0_R11X210Y178,-17.408,34.7229,40.3554,1
0_R11X210Y179,-17.3682,34.7424,40.2912,1
0_R11X210Y180,-17.3351,34.7557,40.2392,1
0_R11X210Y181,-17.3122,34.7644,40.2057,1
0_R11X210Y182,-17.2837,34.7847,40.1477,1
0_R11X210Y183,-17.25,34.7992,40.0954,1
0_R11X210Y184,-17.2218,34.8141,40.051,1
0_R11X210Y185,-17.182,34.8288,39.9945,1
0_R11X210Y186,-17.1415,34.852,39.9125,1
0_R11X210Y187,-17.1133,34.8719,39.8443,1
0_R11X210Y188,-17.0814,34.8931,39.7808,1
0_R11X210Y189,-17.0607,34.9153,39.7284,1
0_R11X210Y190,-17.0424,34.9658,39.6558,1
0_R11X210Y191,-16.9455,35.0327,39.6113,1
0_R11X210Y192,-16.8669,35.0985,39.5954,1
0_R11X210Y193,-16.7318,35.2415,39.6182,1
0_R11X210Y194,-16.6205,35.3933,39.6739,1
0_R11X210Y195,-16.5221,35.5111,39.7487,1
0_R11X210Y196,-16.0514,36.2963,40.8943,1
0_R11X210Y197,-15.9912,36.3735,40.9028,1
0_R11X210Y198,-15.9385,36.4598,40.9094,1
0_R11X210Y199,-15.8849,36.5684,40.9137,1
0_R11X210Y200,-15.8483,36.6637,40.9154,1
0_R11X210Y201,-15.8451,36.7451,40.9147,1
0_R11X210Y202,-15.8179,36.8458,40.8988,1
0_R11X210Y203,-15.8,36.9154,40.8743,1
0_R11X210Y204,-15.7825,36.9692,40.8369,1
0_R11X210Y205,-15.7646,37.0309,40.7546,1
0_R11X210Y206,-15.7726,37.0742,40.696,1
0_R11X210Y207,-15.7814,37.0889,40.5963,1
0_R11X210Y208,-15.8027,37.0866,40.5161,1
0_R11X210Y209,-15.8716,37.0172,40.2706,1
0_R11X210Y210,-15.9446,36.9374,40.0132,1
0_R11X210Y211,-15.9905,36.9115,39.863,1
0_R11X210Y212,-16.0173,36.9011,39.6462,1
0_R11X210Y213,-16.0209,36.931,39.5089,1
0_R11X210Y214,-16.009,36.9689,39.4202,1
0_R11X210Y215,-15.9937,37.043,39.3338,1
0_R11X210Y216,-15.9703,37.1004,39.2802,1
0_R11X210Y217,-15.9638,37.1873,39.2352,1
0_R11X210Y218,-15.9164,37.2549,39.1941,1
0_R11X210Y219,-15.8991,37.3205,39.1724,1
0_R11X210Y220,-15.878,37.4018,39.1544,1
0_R11X210Y221,-15.8421,37.4805,39.1417,1
0_R11X210Y222,-15.8205,37.5504,39.1377,1
0_R11X210Y223,-15.7933,37.6121,39.1352,1
0_R11X210Y224,-15.7578,37.6958,39.1379,1
0_R11X210Y225,-15.7285,37.7788,39.143,1
0_R11X210Y226,-15.6661,37.8508,39.1511,1
0_R11X210Y227,-15.6341,37.9102,39.1598,1
0_R11X210Y228,-15.5756,38.0068,39.176,1
0_R11X210Y229,-15.5092,38.1074,39.2024,1
0_R11X210Y230,-15.4374,38.203,39.2801,1
0_R11X210Y231,-15.1982,38.565,39.8086,1
0_R11X211Y157,-14.8874,38.0242,39.5191,1
0_R11X211Y158,-15.1008,37.6195,39.1701,1
0_R11X211Y159,-15.2009,37.4498,39.1289,1
0_R11X211Y160,-15.2646,37.356,39.1156,1
0_R11X211Y161,-15.3134,37.2643,39.1084,1
0_R11X211Y162,-15.3622,37.1366,39.1129,1
0_R11X211Y163,-15.3982,37.0351,39.1241,1
0_R11X211Y164,-15.444,36.9549,39.1457,1
0_R11X211Y165,-15.4915,36.8715,39.1822,1
0_R11X211Y166,-15.5342,36.8145,39.223,1
0_R11X211Y167,-15.5672,36.7475,39.2895,1
0_R11X211Y168,-15.6001,36.6857,39.3867,1
0_R11X211Y169,-15.6256,36.6548,39.4711,1
0_R11X211Y170,-15.6303,36.6189,39.5842,1
0_R11X211Y171,-15.6309,36.6056,39.6834,1
0_R11X211Y172,-15.627,36.6034,39.7714,1
0_R11X211Y173,-15.6226,36.6096,39.8553,1
0_R11X211Y174,-15.6122,36.6261,39.978,1
0_R11X211Y175,-15.6013,36.6585,40.1189,1
0_R11X211Y176,-15.5812,36.6896,40.2688,1
0_R11X211Y177,-15.5674,36.7273,40.4145,1
0_R11X211Y178,-15.557,36.7589,40.5667,1
0_R11X211Y179,-15.5613,36.774,40.693,1
0_R11X211Y180,-15.5648,36.7494,40.7979,1
0_R11X211Y181,-15.5825,36.7189,40.8631,1
0_R11X211Y182,-15.6109,36.6811,40.9033,1
0_R11X211Y183,-15.6421,36.6369,40.9218,1
0_R11X211Y184,-15.666,36.5932,40.9261,1
0_R11X211Y185,-15.7028,36.5413,40.9245,1
0_R11X211Y186,-15.7407,36.4653,40.9231,1
0_R11X211Y187,-15.7839,36.4003,40.9197,1
0_R11X211Y188,-15.8246,36.3376,40.9152,1
0_R11X211Y189,-15.8553,36.294,40.9115,1
0_R11X211Y190,-16.2509,35.6283,39.8477,1
0_R11X211Y191,-16.3445,35.4865,39.7003,1
0_R11X211Y192,-16.4085,35.3721,39.5964,1
0_R11X211Y193,-16.4939,35.2233,39.501,1
0_R11X211Y194,-16.5368,35.1433,39.5055,1
0_R11X211Y195,-16.5734,35.1089,39.5197,1
0_R11X211Y196,-16.6032,35.0388,39.5361,1
0_R11X211Y197,-16.64,34.9818,39.5645,1
0_R11X211Y198,-16.7079,34.9446,39.5916,1
0_R11X211Y199,-16.7673,34.8969,39.6133,1
0_R11X211Y200,-16.8259,34.8719,39.6396,1
